No,Canonical_Screen_ID,Screen_Label,Canonical_Source,Intended_Surface_Type,Expected_Product_Consumer,Actual_Product_Consumer,Live_Route_Entry,Rendered_Component,Import_Render_Evidence,Preview_Route,Legacy_Consumer,Auth_Role_Guard,API_Store_Context_Binding,Primary_Classification,Gap_Summary,Blocking_Type,Evidence_Files,Runtime_Verified,Confidence,Recommended_Next_Action,Remediation_Evidence,Remediation_Note,Final_Classification,Final_Confidence,Implementation_Readiness,W7_4_Implementation_Task,Final_Implementation_Readiness,Product_Container,Product_Entry,Integration_Strategy,Canonical_Single_Source,Product_Entry_Test,Responsive_Test,Detached_Regression,Existing_Behavior_Regression,Implementation_Result,Implementation_Evidence,W7_4_Expansion_Task,Expansion_Previous_Readiness,Expansion_Final_Result,Expansion_Canonical_Contract,Expansion_Product_Consumer,Expansion_Integration_Strategy,Expansion_Preserved_Features,Expansion_Product_Entry_Test,Expansion_Responsive_Test,Expansion_Detached_Regression,Expansion_Runtime_Verification,Expansion_Evidence
52,2z,프로필 편집,ProfileEditPreview,Modal,within /profile,ProfilePage internal view ('edit'),/profile (view),ProfileEditScreen,"ProfilePage.tsx docblock ""2z... reads the same real Account fields... write side is a genuine design-contract gap""",/__wave6/2z,NO,ProtectedRoute,read real; write not wired (no input controls on frozen screen),PARTIALLY_INTEGRATED,Frozen canonical screen has no editable input controls - write path cannot be wired without PM/design decision,none (design-contract gap),frontend/src/pages/profile/ProfilePage.tsx,NO,HIGH,GAP-D - PM/design decision for real inputs,,Not in initial LOW set -- no remediation required this pass,PARTIALLY_INTEGRATED,HIGH,DESIGN_DECISION_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,
53,3a,캘린더 공유,CalendarSharePreview,Modal,within /family/schedule,none - stays fixture per own docblock,/family/schedule (entry only),CalendarSharePreview (fixture),"FamilySchedulePage.tsx docblock ""3a's Google/Apple sync stays fixture: real external-service OAuth/feed integration is out of this Slice's scope""",/__wave6/3a,NO,ProtectedRoute,none - fixture only,INFRASTRUCTURE_BLOCKED,External OAuth/feed integration not implemented - explicitly out of Slice scope,INFRASTRUCTURE_BLOCKED,frontend/src/features/family-schedule/FamilySchedulePage.tsx,NO,HIGH,GAP-F - external OAuth integration,,Not in initial LOW set -- no remediation required this pass,INFRASTRUCTURE_BLOCKED,HIGH,INFRASTRUCTURE_PREREQUISITE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,
54,3b,미션 통계 필터,MissionStatisticsFilterPreview,Modal,within AdminDashboard DashboardView,AdminDashboard DashboardView internal component,/admin (modal/component),(mission stats filter - admin),"DashboardView.tsx comment ""canonical 3b (미션 통계 필터) - no dedicated filter state exists""",/__wave6/3b,possibly,AdminProtectedRoute,no dedicated filter state - not fully wired,PARTIALLY_INTEGRATED,No dedicated filter state exists per own comment,none,frontend/src/pages/AdminDashboard/views/DashboardView/DashboardView.tsx,NO,MEDIUM,confirm scope of wiring gap,,Not in initial LOW set -- no remediation required this pass,PARTIALLY_INTEGRATED,MEDIUM,READY_FOR_WIRING,MONGLE-W7-4-ADMIN-SINGLE-SOURCE-PRODUCT-INTEGRATION-001,IMPLEMENTED (was READY_FOR_WIRING),DashboardView.tsx,"/admin dashboard → ""통계 필터""",ADAPT_EXISTING_LOGIC_TO_CANONICAL,YES - MissionStatisticsFilterPreview and DashboardView both render screens/admin/MissionStatisticsFilter/MissionStatisticsFilterScreen.tsx,Not executed this pass - no runtime available; lint+typecheck+build PASS,NOT_EXECUTED,"NOT_EXECUTED; MissionStatisticsFilterPreview statically reviewed - onApply/onClose still accept 0-arg callbacks structurally (TS parameter bivariance), canonical marker present exactly once","MissionRanking's own pre-existing player-filter local state was lifted to a controlled prop shared with this filter (same real filtering result, now also reachable from the filter overlay) - not removed, not weakened. '진행 중' status now computes a real parallel ranking from already-loaded active missions (previously that data existed but was never ranked). '기간' select left disabled/single-option - disclosed, no real date-range API exists",IMPLEMENTED (player + status real; period remains disclosed gap),frontend/src/screens/admin/MissionStatisticsFilter/**; frontend/src/pages/AdminDashboard/views/DashboardView/DashboardView.tsx; .../components/MissionRanking.tsx,,,,,,,,,,,,
55,3c,가족 게시판,FamilyBoardPreview,Route,/wagle/board,WagleBoardPage,/wagle/board,WagleBoardPage,"App.tsx route ""/wagle/board"" comment ""canonical 3c (가족 게시판) - ROOT_OF""",/__wave6/3c,NO,ProtectedRoute,real posts via Wagle message reuse,LIVE_CANONICAL_INTEGRATED,Reaction toggle has no click target in frozen screen type contract (disclosed),none,frontend/src/App.tsx;frontend/src/platform/wagle/board/WagleBoardPage.tsx,YES (E2E 3c/3d/3e),HIGH,GAP-D - reaction toggle click target (PM/design),,Not in initial LOW set -- no remediation required this pass,LIVE_CANONICAL_INTEGRATED,HIGH,DESIGN_DECISION_REQUIRED,MONGLE-W7-4-WAGLE-SINGLE-SOURCE-PRODUCT-INTEGRATION-001,"DESIGN_DECISION_REQUIRED (unchanged, deferred)",WagleBoardPage.tsx - NOT MODIFIED this Task,/wagle/board,DEFER_CONFIRMED_BLOCKER,N/A (out of this Task's implementation scope; already LIVE_CANONICAL_INTEGRATED),N/A,N/A,N/A,Untouched - WagleBoardPage.tsx not modified by this Task,DEFERRED (design decision: reaction-toggle click target),"No file changes; blocker is a PM/design decision already disclosed in the Matrix, not an engineering gap",,,,,,,,,,,,
56,3d,댓글 작성,CommentComposerPreview,Modal,within /wagle/board,WagleBoardPage internal comment flow,/wagle/board (modal),(comment composer),Part of same E2E describe block as 3c/3e; WagleBoardPage decodePost/comment handling,/__wave6/3d,NO,ProtectedRoute,real comment creation via Wagle message,LIVE_CANONICAL_INTEGRATED,"None - confirmed by E2E ""accepts a real comment""",none,frontend/src/platform/wagle/board/WagleBoardPage.tsx,YES (E2E 3c/3d/3e combined test),HIGH,none,,Not in initial LOW set -- no remediation required this pass,LIVE_CANONICAL_INTEGRATED,HIGH,ALREADY_COMPLETE,MONGLE-W7-4-WAGLE-SINGLE-SOURCE-PRODUCT-INTEGRATION-001,ALREADY_COMPLETE (unchanged),WagleBoardPage.tsx - NOT MODIFIED this Task,/wagle/board comment flow,NONE_REQUIRED,"N/A (out of scope, already complete)",N/A,N/A,N/A,Untouched,NO_CHANGE_REQUIRED,No file changes,,,,,,,,,,,,
57,3e,인기 게시글,PopularPostsPreview,Modal,within /wagle/board,WagleBoardPage internal Popular Posts panel,/wagle/board (modal),(popular posts panel),W7.5 Phase D SLICE-WAGLE-BOARD-REACTIONS per prior session Coverage Map API-W7-5-BOARD-REACTIONS-001; WagleBoardPage reaction_count comment,/__wave6/3e,NO,ProtectedRoute,real reaction_count from API; toggle has no click target (disclosed),PARTIALLY_INTEGRATED,Reaction toggle not reachable from UI (no click target in frozen screen) though counts are real,none,frontend/src/platform/wagle/board/WagleBoardPage.tsx,YES (E2E 3c/3d/3e combined test),HIGH,GAP-D - shared with 3c reaction toggle,,Not in initial LOW set -- no remediation required this pass,PARTIALLY_INTEGRATED,HIGH,DESIGN_DECISION_REQUIRED,MONGLE-W7-4-WAGLE-SINGLE-SOURCE-PRODUCT-INTEGRATION-001,"DESIGN_DECISION_REQUIRED (unchanged, deferred)",WagleBoardPage.tsx - NOT MODIFIED this Task,/wagle/board popular-posts panel,DEFER_CONFIRMED_BLOCKER,N/A,N/A,N/A,N/A,Untouched,DEFERRED (shared reaction-toggle design decision with 3c),No file changes,,,,,,,,,,,,
58,3f,언어 설정,LanguageSettingsPreview,Modal,within /profile,ProfilePage internal view ('language'),/profile (view),LanguageSettingsScreen,ProfilePage.tsx renders LanguageSettingsScreen with languageSettingsFixture,/__wave6/3f,NO,ProtectedRoute,fixture only - no real API,PARTIALLY_INTEGRATED,Canonical screen live in render chain but data/behavior is static fixture only,none,frontend/src/pages/profile/ProfilePage.tsx,NO,HIGH,GAP-D - no backend concept exists for language preference,,Not in initial LOW set -- no remediation required this pass,PARTIALLY_INTEGRATED,HIGH,POLICY_DECISION_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,
59,3g,테마 설정,ThemeSettingsPreview,Modal,within /profile,ProfilePage internal view ('theme'),/profile (view),ThemeSettingsScreen,ProfilePage.tsx renders ThemeSettingsScreen with themeSettingsFixture,/__wave6/3g,NO,ProtectedRoute,fixture only - no real API,PARTIALLY_INTEGRATED,Canonical screen live in render chain but data/behavior is static fixture only,none,frontend/src/pages/profile/ProfilePage.tsx,NO,HIGH,GAP-D - no backend concept exists for theme preference,,Not in initial LOW set -- no remediation required this pass,PARTIALLY_INTEGRATED,HIGH,POLICY_DECISION_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,
60,3h,계정 탈퇴 확인,AccountDeletionConfirmPreview,Modal,within /profile,ProfilePage internal view ('delete'),/profile (view),AccountDeletionConfirmScreen,"ProfilePage.tsx docblock ""3h... confirmed TRUE_FUNCTIONAL_GAP - no account-deletion policy/API exists anywhere""",/__wave6/3h,NO,ProtectedRoute,none - onConfirm only closes view locally,INFRASTRUCTURE_BLOCKED,No account-deletion policy/API exists anywhere in the product (verified via repo-wide grep by prior task),INFRASTRUCTURE_BLOCKED,frontend/src/pages/profile/ProfilePage.tsx,NO,HIGH,GAP-F - account deletion policy + API needed,,Not in initial LOW set -- no remediation required this pass,INFRASTRUCTURE_BLOCKED,HIGH,INFRASTRUCTURE_PREREQUISITE_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,
61,3i,가족 초대 취소,FamilyInviteCancelPreview,Modal,within /family/members,FamilyMembersPage internal view ('cancel-invite'),/family/members (view),FamilyInviteCancelScreen,FamilyMembersPage.tsx imports FamilyInviteCancelScreen,/__wave6/3i,NO,ProtectedRoute,not explicitly confirmed real vs fixture,PARTIALLY_INTEGRATED,Canonical screen present; real API binding not explicitly confirmed by comment this pass,none,frontend/src/features/family-members/FamilyMembersPage.tsx,NO,LOW,verify real invite-cancel API call,"frontend/src/features/family-members/FamilyMembersPage.tsx line ~144: <FamilyInviteCancelScreen model={{...familyInviteCancelFixture, invitee: cancelInvite ?? ...}} onConfirm={() => setView('invitations')} /> -- fixture model, onConfirm is a pure navigation no-op; page's own docblock explicitly states ""2f/2p/2r/3i remain fixture""",Classification unchanged (already PARTIALLY_INTEGRATED). Confirmed by direct code read + explicit docblock disclosure.,PARTIALLY_INTEGRATED,HIGH,READY_FOR_WIRING,,,,,,,,,,,,,,,,,,,,,,,,
62,3j,검색 전체,SearchAllPreview,Route,/family/search,FamilySearchPage,/family/search,FamilySearchPage,"own docblock ""canonical 3j (검색 전체)... W7.5 Phase D SLICE-SEARCH... real and tested""",/__wave6/3j,NO,ProtectedRoute,real cross-entity search API exists but no input control on frozen screen,PARTIALLY_INTEGRATED,Frozen canonical screen's search box is a static span not an input - real endpoint exists but unreachable from UI,none (design-contract gap),frontend/src/features/family-search/FamilySearchPage.tsx,NO,HIGH,GAP-D - PM/design decision for real search input,,Not in initial LOW set -- no remediation required this pass,PARTIALLY_INTEGRATED,HIGH,DESIGN_DECISION_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,
63,3k,위젯 갤러리,WidgetGalleryPreview,Modal,within /profile,ProfilePage internal view ('widgets'),/profile (view),WidgetGalleryScreen,ProfilePage.tsx renders WidgetGalleryScreen with widgetGalleryFixture,/__wave6/3k,NO,ProtectedRoute,fixture only - no real API,PARTIALLY_INTEGRATED,Canonical screen live in render chain but data/behavior is static fixture only,none,frontend/src/pages/profile/ProfilePage.tsx,NO,HIGH,GAP-D - no backend concept exists for widget layout,,Not in initial LOW set -- no remediation required this pass,PARTIALLY_INTEGRATED,HIGH,POLICY_DECISION_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,
64,3l,바로가기 편집,ShortcutEditorPreview,Modal,within /profile,ProfilePage internal view ('shortcuts'),/profile (view),ShortcutEditorScreen,ProfilePage.tsx renders ShortcutEditorScreen with shortcutEditorFixture,/__wave6/3l,NO,ProtectedRoute,fixture only - no real API,PARTIALLY_INTEGRATED,Canonical screen live in render chain but data/behavior is static fixture only,none,frontend/src/pages/profile/ProfilePage.tsx,NO,HIGH,GAP-D - no backend concept exists for shortcut editing,,Not in initial LOW set -- no remediation required this pass,PARTIALLY_INTEGRATED,HIGH,POLICY_DECISION_REQUIRED,,,,,,,,,,,,,,,,,,,,,,,,
